Entity	Sentence	Uri	WikiTitle
	A and competitor in and track at high school   Drake began to train as a wrestler at the invitation of a friend operating a small Californian wrestling promotion in Oakland .		
Xtreme Pro Wrestling EntityMentionSEP Pro Wrestling Guerrilla EntityMentionSEP	Drake has competed for numerous organisations in the California area   including Xtreme Pro Wrestling under the ring name Saleem Jihad   Ultimate Pro Wrestling   NWA Pro Wrestling and Pro Wrestling Guerrilla .	NA NA	Pro Wrestling WikiLabelSEP stling Guerrilla WikiLabelSEP
MTV EntityMentionSEP Wrestling Society X EntityMentionSEP Ruckus EntityMentionSEP	Drake received his greatest exposure competing for MTV 's Wrestling Society X   in which he formed a team with Ruckus named Keepin ' It Gangsta .	NA NA Q1902522	 WikiLabelSEP ng Society X WikiLabelSEP Marrow WikiLabelSEP
Adam Pearce EntityMentionSEP	On March 29   2004   Drake won the inaugural when he defeated Adam Pearce at the in .	Q614505	arce WikiLabelSEP
Al Katrazz EntityMentionSEP	Drake later feuded at AWS with both Al Katrazz and the Plague .	NA	azz WikiLabelSEP
Naruki Doi EntityMentionSEP Dragon Gate EntityMentionSEP	On January 26   2007   Drake joined Naruki Doi 's Muscle Outlaw ' z faction in the Japanese Dragon Gate promotion .	NA Q53060	Doi WikiLabelSEP Gate WikiLabelSEP
Cyber Kong EntityMentionSEP	Using the name Muscle Gang   he became part of a tag team with fellow faction member Cyber Kong .	Q454517	ong WikiLabelSEP
New Hazard EntityMentionSEP	The team was short-lived   however   as Kong soon left the Outlaw ' z to join the New Hazard	NA	ard WikiLabelSEP
	""" Vi vil oss et land "" ( lit . '"		
	We Want Ourselves a Country ' ) is a famous phrase in the context of Norwegian nationalism   derived from a poem by Per Sivle .		
	It has been evoked by many different groups   including during the   when an arrest order was issued on the deceased Sivle .		
	It is taken from a poem by Per Sivle ( 1857 -- 1904 ) issued in 1895   ten years before Norway .		
	"Sivle 's poem   titled "" Vi vil os et Land - ""   was published in the poetry collection Bersøglis - og andre Viser from 1895 ."		
	"It was originally written as the last verse of the occasional poem "" Her spirer i Norge ""   written for a procession in support of universal male suffrage organized by Kristiania in 1894 ."		
	The phrase has been evoked by several very different groups who have appealed to Norwegian nationalism .		
	"It was praised as a "" delightful poem of liberty "" in the Communist Party of Norway newspaper Norges Kommunistblad in 1925   and the Fatherland Party opened the 1997 election manifesto with a part of the poem ."		
	The poem lent its name to a 1936 film   which agitated for the ahead of the 1936 election .		
	The opening words of the poem are reportedly written on the tombstone of politician Johannes Steen   and are also engraved in a portal on an avenue leading to the   where the nationalist-symbolic Constitution of Norway was drafted and signed .		
	During the   Vi vil oss et land was the name of one of the first anti-Nazi   written among others by Olav Gjærevoll   Gunnar Sønsteby and Max Manus .		
	A rendition of the poem was staged in 1940 by theatre director Henry Gleditsch   who ended up being killed by the Nazis .		
	In 1942 the poem was printed in an illegal newspaper based in Bergen .		
	It was signed with Per Sivle 's name   resulting in the Gestapo		
tributary EntityMentionSEP Driftwood River EntityMentionSEP Indiana EntityMentionSEP United States EntityMentionSEP	The Big Blue River is an tributary of the Driftwood River in east-central Indiana in the United States .	NA NA NA NA	ry WikiLabelSEP od River WikiLabelSEP  WikiLabelSEP States WikiLabelSEP
White EntityMentionSEP Wabash EntityMentionSEP Ohio EntityMentionSEP watershed EntityMentionSEP Mississippi River EntityMentionSEP	Via the Driftwood   White   Wabash and Ohio rivers   it is part of the watershed of the Mississippi River .	NA Q4022 Q243026 NA NA	iver (Indiana) WikiLabelSEP River WikiLabelSEP ver WikiLabelSEP e basin WikiLabelSEP ippi River WikiLabelSEP
Henry County EntityMentionSEP Rush EntityMentionSEP Hancock EntityMentionSEP Shelby EntityMentionSEP Johnson EntityMentionSEP New Castle EntityMentionSEP Knightstown EntityMentionSEP Carthage EntityMentionSEP Morristown EntityMentionSEP Shelbyville EntityMentionSEP Edinburgh EntityMentionSEP	The Big Blue rises in northeastern Henry County and flows generally southwestwardly through Rush   Hancock   Shelby and Johnson counties   past the towns of New Castle   Knightstown   Carthage   Morristown   Shelbyville and Edinburgh .	NA NA NA NA NA NA NA NA NA NA	ounty, Indiana WikiLabelSEP unty, Indiana WikiLabelSEP  County, Indiana WikiLabelSEP County, Indiana WikiLabelSEP tle, Indiana WikiLabelSEP town, Indiana WikiLabelSEP e, Indiana WikiLabelSEP own, Indiana WikiLabelSEP ille, Indiana WikiLabelSEP gh, Indiana WikiLabelSEP
Sugar Creek EntityMentionSEP	It joins Sugar Creek to form the Driftwood River west of Edinburgh .	NA	reek (Driftwood River) WikiLabelSEP
	At Shelbyville   it collects the		
New Mexico EntityMentionSEP environmental EntityMentionSEP	Bioneers   under its parent foundation   Collective Heritage Institute   is a New Mexico - based nonprofit organization promoting practical and innovative solutions to global environmental and bio-cultural challenges .	Q1324448 Q1572519	ico WikiLabelSEP  environment WikiLabelSEP
	The organization operates within a philosophy that recognizes and cultivates the value and wisdom of the natural world .		
	Official Programs include Moonrise Women 's Leadership   Restorative Food Systems   ( Indigenous Forums   ) Education for Action   and the award-winning Dreaming New Mexico community resilience program .		
	Bioneers is also widely recognized for producing innovative media covering subjects such as environmentalism   rights of nature   social justice   sustainability and permaculture .		
	Bioneers Radio is broadcast on local radio stations across the U.S.   as well as having segments featured on national NPR stations .		
San Rafael EntityMentionSEP California EntityMentionSEP	The organization also produces the annual National Bioneers Conference each October in San Rafael   California .	NA NA	ael, California WikiLabelSEP nia WikiLabelSEP
Michael Pollan EntityMentionSEP Andrew Weil EntityMentionSEP Gloria Steinem EntityMentionSEP Jane Goodall EntityMentionSEP Philippe Cousteau EntityMentionSEP Eve Ensler EntityMentionSEP Bill McKibben EntityMentionSEP Paul Hawken EntityMentionSEP	The history of National Bioneers Conference presenters includes Michael Pollan   Dr. Andrew Weil   Gloria Steinem   Jane Goodall   Philippe Cousteau   Eve Ensler   Bill McKibben   Paul Hawken   and more .	Q2102093 Q40037 NA NA NA NA NA NA	 Pollan WikiLabelSEP Weil WikiLabelSEP Steinem WikiLabelSEP odall WikiLabelSEP e Cousteau WikiLabelSEP ler WikiLabelSEP Kibben WikiLabelSEP wken WikiLabelSEP
United States EntityMentionSEP Canada EntityMentionSEP	Plenary ( Keynote ) sessions from the national conference are also webcast to Beaming Bioneers satellite conferences held simultaneously in various locations throughout the United States and Canada .	NA NA	States WikiLabelSEP  WikiLabelSEP
	Bioneers | Collective Heritage Institute was founded in 1990 .		
Bioneer EntityMentionSEP neologism EntityMentionSEP Kenny Ausubel EntityMentionSEP	"Bioneer ( root : "" biological pioneer "" ) is a neologism coined by founder Kenny Ausubel ."	NA NA NA	 WikiLabelSEP sm WikiLabelSEP usubel WikiLabelSEP
environmental EntityMentionSEP	It describes individuals and groups working in diverse disciplines who have crafted creative solutions to various environmental and socio-cultural problems rooted in shared core values   including   ( ) thinking   a view of all life as interdependent   and sustainable mutual aid .	NA	em WikiLabelSEP
Kenny Ausubel EntityMentionSEP Nina Simons EntityMentionSEP	The first National Bioneers Conference   organized by Co-Founders Kenny Ausubel and Nina Simons   took place in 1990 .	NA Q83407	usubel WikiLabelSEP mons WikiLabelSEP
San Rafael , California EntityMentionSEP	Currently the conference takes place annually in San Rafael   California   on the third weekend in October .	NA	ael, California WikiLabelSEP
	The national conference highlights the work of scientific and social innovators and helps support   nurture and propagate their ideas and models .		
"environmental EntityMentionSEP biology EntityMentionSEP chemistry EntityMentionSEP architecture EntityMentionSEP urban planning EntityMentionSEP organic and "" beyond organic "" farming EntityMentionSEP indigenous EntityMentionSEP biodiversity EntityMentionSEP bioremediation EntityMentionSEP wildland preservation EntityMentionSEP alternative energy EntityMentionSEP holistic and "" ecological "" medicine EntityMentionSEP ethnobotany EntityMentionSEP socially responsible EntityMentionSEP environmental justice EntityMentionSEP independent media EntityMentionSEP"	"Conference speakers come from fields : environmental and socio-political activism ; "" green "" biology   chemistry   design   architecture and urban planning ; organic and "" beyond organic "" farming and gardening ; indigenous perspectives ; biodiversity   bioremediation   and wildland preservation ; alternative energy ; engaged spirituality   literature and the arts ; holistic and "" ecological "" medicine ; ethnobotany ; socially responsible entrepreneurship   business and philanthropy ; the environmental justice   women 's and youth movements ; independent media ; etc. ."	Q828524 NA NA NA Q126199 Q24886094 NA NA NA Q253054 NA NA Q7683960 NA NA NA	mentalism WikiLabelSEP  WikiLabelSEP ry WikiLabelSEP cture WikiLabelSEP lanning WikiLabelSEP  farming WikiLabelSEP ous peoples WikiLabelSEP rsity WikiLabelSEP diation WikiLabelSEP reserve WikiLabelSEP tive energy WikiLabelSEP c health WikiLabelSEP tany WikiLabelSEP te social responsibility WikiLabelSEP mental justice WikiLabelSEP dent media WikiLabelSEP
	In many cases the technological or social solutions to problems showcased are founded on emulation of natural		
California EntityMentionSEP	Frank Leslie Coombs ( December 27   1853 -- October 5   1934 ) was a from California .	NA	nia WikiLabelSEP
Napa EntityMentionSEP Napa County , California EntityMentionSEP Nathan Coombs EntityMentionSEP	Frank Leslie Coombs was born in Napa   Napa County   California   the son of Nathan Coombs and Maria Isabel Gordon .	NA NA Q21487973	alifornia WikiLabelSEP unty, California WikiLabelSEP Coombs WikiLabelSEP
	He attended the public schools in California and in .		
Columbian University EntityMentionSEP George Washington University Law School EntityMentionSEP Washington , D.C. EntityMentionSEP	He graduated from the law department of Columbian University ( now George Washington University Law School )   Washington   D.C.   in 1875 .	NA NA NA	Washington University WikiLabelSEP Washington University Law School WikiLabelSEP ton, D.C. WikiLabelSEP
	He was admitted to the bar in 1875 and commenced practice in Napa .		
	He was the of Napa County from 1880-1885 .		
California State Assembly EntityMentionSEP	Coombs was a member of the California State Assembly from 1887 to 1893 and from 1897 to 1899   each time representing Napa County   and served as speaker in 1891 and again in 1897 .	NA	nia State Assembly WikiLabelSEP
United States Minister to Japan EntityMentionSEP	On the death of   he was appointed United States Minister to Japan and served from June 1892 to August 1893 .	NA	States Ambassador to Japan WikiLabelSEP
Librarian EntityMentionSEP	He was the State Librarian of California from April 1   1898 to April 1   1899 .	Q21045938	an WikiLabelSEP
United States Attorney EntityMentionSEP Northern District of California EntityMentionSEP	He was the United States Attorney for the Northern District of California from April 1   1899 to March 1   1901 .	NA NA	States Attorney WikiLabelSEP States District Court for the Northern District of California WikiLabelSEP
Republican EntityMentionSEP Fifty-seventh Congress EntityMentionSEP	Coombs was elected as a Republican to the Fifty-seventh Congress ( March 4   1901 - March 3   1903 ) .	NA NA	can Party (United States) WikiLabelSEP ited States Congress WikiLabelSEP
	He was an unsuccessful candidate for reelection in 1902 .		
Lake EntityMentionSEP	He resumed the practice of law in Napa   and was again a member of the State Assembly from 1921 to 1931   representing Napa and Lake	NA	unty, California WikiLabelSEP
sacred EntityMentionSEP C.E. EntityMentionSEP Japan EntityMentionSEP	The is a sacred bow used in 1103 C.E. in Japan .	NA Q6428674	 WikiLabelSEP Era WikiLabelSEP
	The Bow is said to be one of the oldest and most sacred Japanese weapons ; the first Emperor Jimmu is always depicted carrying a bow .		
evil EntityMentionSEP demon EntityMentionSEP Emperor EntityMentionSEP	According to legend   at that time   the Imperial Palace was taken over by an evil demon   which caused the Emperor to fall ill with great anxiety and suffering .	NA	 WikiLabelSEP
	When the Imperial High Priests tried and failed in their efforts to destroy the demon and dispel the Imperial household of its influence   they were at a loss .		
archer EntityMentionSEP Yorimasu Minamoto EntityMentionSEP bow and arrow EntityMentionSEP	Finally   an archer   Yorimasu Minamoto   was summoned to the Imperial Palace in the hopes of slaying the demon with his bow and arrow   riding the palace of this plague .	NA NA Q45922	 WikiLabelSEP o clan WikiLabelSEP  arrow WikiLabelSEP
